City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
336,Road Town,VG,18.4167,-64.6167,75.99,74,0,21.39,clear sky
337,Torbay,CA,47.6666,-52.7314,45.57,95,100,25.32,light intensity drizzle
338,Sorland,NO,67.667,12.6934,29.79,89,100,3.71,light snow
339,Araouane,ML,18.9048,-3.5265,57.52,21,84,11.23,broken clouds
340,Cabo San Lucas,MX,22.8909,-109.9124,69.51,64,95,4.09,overcast clouds
341,Galle,LK,6.0367,80.217,79.83,78,100,5.39,overcast clouds
342,Erdenet,MN,49.0333,104.0833,-3.89,84,99,3.83,overcast clouds
343,Bandarbeyla,SO,9.4942,50.8122,78.69,67,79,15.95,light rain
344,Santa Lucia,ES,27.9117,-15.5407,52.92,72,20,13.8,few clouds
345,Zalantun,CN,48.0,122.7167,7.5,68,24,1.99,few clouds
346,Roald,NO,62.5833,6.1333,42.33,81,75,10.36,light rain
347,Sertanopolis,BR,-23.0586,-51.0364,71.67,94,100,4.32,overcast clouds
348,Jieshou,CN,33.2634,115.3611,46.18,65,100,3.98,overcast clouds
349,Miraflores,MX,19.2167,-98.8083,59.86,62,71,4.76,broken clouds
350,Port Hardy,CA,50.6996,-127.4199,43.75,100,75,3.44,broken clouds
351,Teahupoo,PF,-17.8333,-149.2667,76.53,75,100,15.37,overcast clouds
352,Conde,BR,-7.2597,-34.9075,78.26,89,40,1.14,scattered clouds
353,La Rochelle,FR,46.1667,-1.15,39.27,93,0,12.66,clear sky
354,Beira,MZ,-19.8436,34.8389,78.89,83,20,9.22,few clouds
355,Monthey,CH,46.2555,6.9607,40.05,81,16,5.95,few clouds
356,San Cristobal,VE,7.7669,-72.225,63.68,79,93,1.52,overcast clouds
357,Dubbo,AU,-32.25,148.6167,84.33,30,40,11.5,scattered clouds
358,Mulchen,CL,-37.7167,-72.2333,59.79,38,100,2.55,overcast clouds
359,Maltahohe,NA,-24.8333,16.9833,73.47,59,14,10.31,few clouds
360,Tahta,EG,26.7693,31.5021,62.4,28,0,6.64,clear sky
361,Kulhudhuffushi,MV,6.6221,73.07,81.77,71,99,4.12,overcast clouds
362,Ciocanesti,RO,44.6,25.85,33.6,66,100,10.13,overcast clouds
363,Ishigaki,JP,24.3448,124.1572,71.73,100,75,14.97,broken clouds
364,Kamenka,RU,51.3223,42.7678,21.74,92,17,11.14,few clouds
365,Figline Valdarno,IT,43.6195,11.4693,41.9,71,79,3.36,broken clouds
366,Mercedes,AR,-34.6515,-59.4307,54.18,70,0,1.99,clear sky
367,Formiga,BR,-20.4644,-45.4264,64.94,97,99,2.59,overcast clouds
368,San Antonio,US,29.4241,-98.4936,41.05,57,0,6.91,clear sky
369,Coroata,BR,-4.13,-44.1242,71.85,99,96,1.92,overcast clouds
370,Monterey,US,36.2505,-121.2516,54.1,35,3,2.71,clear sky
371,Inirida,CO,3.8653,-67.9239,72.66,95,99,2.04,overcast clouds
372,San Luis,AR,-33.295,-66.3356,58.39,37,0,6.55,clear sky
373,Bengkulu,ID,-3.8004,102.2655,84.74,67,100,7.4,overcast clouds
374,Beitbridge,ZW,-22.2167,30.0,78.98,52,0,12.1,clear sky
375,Hay River,CA,60.8156,-115.7999,-2.22,84,100,13.8,light snow
376,Mpika,ZM,-11.8343,31.4529,66.31,88,95,2.15,light rain
377,Sretensk,RU,52.2453,117.7093,0.82,72,100,2.28,overcast clouds
378,Newport,GB,51.5877,-2.9984,49.17,88,100,27.72,overcast clouds
379,Goundam,ML,16.4145,-3.6708,59.25,21,3,9.22,clear sky
380,Bilokurakyne,UA,49.5341,38.7307,20.89,93,20,9.8,few clouds
381,Uyuni,BO,-20.4597,-66.825,51.22,62,100,1.34,overcast clouds
382,Palmer,US,42.1584,-72.3287,34.47,55,100,8.05,overcast clouds
383,Mairi,BR,-11.7114,-40.1489,70.3,91,100,2.77,overcast clouds
384,Ajdovscina,SI,45.886,13.9095,38.66,78,5,4.18,clear sky
385,Marrakesh,MA,31.6315,-8.0083,46.47,61,0,1.14,clear sky
386,Sakakah,SA,29.9697,40.2064,47.77,34,0,1.72,clear sky
387,Russell,US,32.3502,-85.1999,54.68,75,0,8.05,clear sky
388,Atar,MR,20.5169,-13.0499,61.32,30,100,8.63,overcast clouds
389,Mvuma,ZW,-19.2792,30.5283,72.03,49,7,7.47,clear sky
390,Mogadishu,SO,2.0371,45.3438,82.27,69,20,18.41,few clouds
391,Richmond,US,37.5538,-77.4603,49.66,60,40,8.05,scattered clouds
392,La Palma,US,33.8464,-118.0467,75.7,28,0,4.61,clear sky
393,Nicoya,CR,10.1483,-85.452,74.75,83,0,5.73,clear sky
394,Chuy,UY,-33.6971,-53.4616,62.53,88,100,11.14,overcast clouds
395,Dieppe,FR,49.75,1.1667,36.32,88,100,1.99,overcast clouds
396,Ballymena,GB,54.8636,-6.2763,46.02,98,100,3.44,moderate rain
397,Mugumu,TZ,-1.85,34.7,69.93,70,100,4.03,overcast clouds
398,Maneadero,MX,31.7167,-116.5667,65.64,27,84,8.43,broken clouds
399,Otane,NZ,-39.8833,176.6333,59.02,87,100,10.54,overcast clouds
400,Saint George,US,37.1041,-113.5841,55.35,25,0,5.75,clear sky
401,Nicolas Bravo,MX,18.45,-88.9167,69.98,99,75,1.14,broken clouds
402,Lakota,CI,5.8528,-5.6883,72.37,95,76,2.15,broken clouds
403,Tecoanapa,MX,16.5167,-98.75,73.96,67,88,4.36,overcast clouds
404,Sanski Most,BA,44.7653,16.6656,26.08,85,44,0.63,scattered clouds
405,Naron,ES,43.5167,-8.1528,53.02,77,100,20.33,overcast clouds
406,Masterton,NZ,-40.9597,175.6575,54.97,97,100,7.11,light rain
407,Markova,UA,48.6758,24.4138,13.59,68,2,4.34,clear sky
408,Sena Madureira,BR,-9.0656,-68.6569,71.96,96,100,1.54,overcast clouds
409,Jining,CN,35.405,116.5814,52.86,37,98,7.65,overcast clouds
410,Sao Filipe,CV,14.8961,-24.4956,75.83,50,85,18.72,overcast clouds
411,Boissevain,CA,49.2306,-100.0559,-15.36,100,13,5.32,few clouds
412,Iskateley,RU,67.6803,53.1512,10.72,96,100,8.99,overcast clouds
413,Bentiu,SS,9.2333,29.8333,84.6,14,82,8.88,broken clouds
414,Hurghada,EG,27.2574,33.8129,64.83,42,0,6.69,clear sky
415,Jackson,US,42.4165,-122.8345,61.84,60,0,3.44,clear sky
416,Vallenar,CL,-28.5708,-70.7581,63.41,72,0,3.02,clear sky
417,Portland,US,45.5234,-122.6762,50.61,49,0,14.0,clear sky
418,Coihaique,CL,-45.5752,-72.0662,59.61,82,0,5.75,clear sky
419,Krasnoborsk,RU,61.5598,45.934,14.97,94,100,3.51,light snow
420,Ust-Omchug,RU,61.15,149.6333,-26.32,96,80,2.55,broken clouds
421,Mitu,CO,1.1983,-70.1733,71.83,98,100,1.28,overcast clouds
422,Ahipara,NZ,-35.1667,173.1667,66.07,63,6,14.88,clear sky
423,Harper,LR,4.375,-7.7169,76.44,88,9,4.05,moderate rain
424,Lakselv,NO,70.0513,24.9718,8.42,72,79,20.71,broken clouds
425,Bangassou,CF,4.7413,22.8184,82.35,20,80,4.79,broken clouds
426,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,72,75,6.91,broken clouds
427,Laguna,US,38.421,-121.4238,62.89,80,0,5.75,clear sky
428,Haines Junction,CA,60.7522,-137.5108,24.75,68,82,4.61,broken clouds
429,Takayama,JP,36.1333,137.25,38.39,87,100,1.77,overcast clouds
430,Bouza,NE,14.4229,6.0428,59.31,19,5,9.57,clear sky
431,Alyangula,AU,-13.8483,136.4192,82.27,78,75,4.61,broken clouds
432,Totness,SR,5.8833,-56.3167,74.48,91,36,9.13,scattered clouds
433,Mount Gambier,AU,-37.8333,140.7667,78.71,29,100,13.8,overcast clouds
434,Quartucciu,IT,39.2519,9.1794,48.99,80,0,4.61,clear sky
435,Robertsport,LR,6.7533,-11.3686,75.92,93,13,4.43,few clouds
436,Arman,RU,59.7,150.1667,-4.18,85,55,5.84,broken clouds
437,Martapura,ID,-3.4167,114.85,91.49,55,40,0.0,scattered clouds
438,Sarany,RU,58.5,58.8833,20.39,93,100,4.16,overcast clouds
439,Porlamar,VE,10.958,-63.8491,77.09,88,95,9.22,overcast clouds
440,Belmonte,BR,-15.8631,-38.8828,75.7,88,97,2.24,overcast clouds
441,Itarema,BR,-2.9248,-39.9167,76.35,89,99,8.05,overcast clouds
442,Papetoai,PF,-17.4961,-149.8729,81.55,72,99,13.96,overcast clouds
443,Chapais,CA,49.7834,-74.8492,-24.02,100,93,3.0,overcast clouds
444,Jodhpur,IN,26.2867,73.03,77.65,16,0,5.3,clear sky
445,Vila Franca Do Campo,PT,37.7167,-25.4333,62.2,93,97,8.95,overcast clouds
446,Lingao,CN,19.9103,109.6859,72.93,71,92,15.73,overcast clouds
447,Kendari,ID,-3.945,122.4989,79.86,79,98,2.93,heavy intensity rain
448,Beipiao,CN,41.7919,120.7792,16.9,53,100,10.96,light snow
449,Dongsheng,CN,39.8161,109.9776,20.44,40,0,25.61,clear sky
450,Koryukivka,UA,51.7688,32.2481,25.66,87,12,8.14,few clouds
451,Ahuas,HN,15.4759,-84.3553,70.11,96,30,1.7,scattered clouds
452,Kanungu,UG,-0.9575,29.7897,74.59,50,100,2.59,overcast clouds
453,Shingu,JP,33.7333,135.9833,45.91,86,100,5.17,overcast clouds
454,Abu Zabad,SD,12.35,29.25,70.9,15,100,19.01,overcast clouds
455,Najran,SA,17.4924,44.1277,56.05,29,8,6.8,clear sky
456,Barra Do Garcas,BR,-15.89,-52.2567,68.79,98,77,1.99,broken clouds
457,Siteki,SZ,-26.45,31.95,69.62,50,0,3.58,clear sky
458,Amol,IR,36.4696,52.3507,54.7,59,0,4.76,clear sky
459,Tchibanga,GA,-2.85,11.0333,74.23,95,90,1.23,overcast clouds
460,Ponte De Sor,PT,39.2496,-8.0101,44.71,98,74,3.09,broken clouds
461,Omsukchan,RU,62.5333,155.8,-27.49,99,23,3.74,few clouds
462,Plastun,RU,44.7561,136.2939,23.99,61,97,9.37,overcast clouds
463,Padang,ID,-0.9492,100.3543,87.85,65,92,6.04,overcast clouds
464,Marawi,PH,7.9986,124.2928,73.65,74,93,5.75,overcast clouds
465,Boralday,KZ,43.3578,76.8594,30.06,80,75,6.71,broken clouds
466,Milledgeville,US,33.0801,-83.2321,52.47,87,0,0.0,clear sky
467,Biltine,TD,14.5333,20.9167,73.24,13,80,11.97,broken clouds
468,Zhigansk,RU,66.7697,123.3711,-24.63,99,94,5.19,overcast clouds
469,Reconquista,AR,-29.15,-59.65,57.31,92,0,6.13,clear sky
470,Upington,ZA,-28.4478,21.2561,79.18,57,0,6.91,clear sky
471,Atasu,KZ,48.6814,71.6433,26.64,95,100,20.36,light snow
472,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.25,90,96,3.06,overcast clouds
473,Sauda,NO,59.6506,6.3542,45.68,100,100,9.51,light rain
474,Oistins,BB,13.0667,-59.5333,77.09,73,20,17.27,few clouds
475,Grand-Santi,GF,4.25,-54.3833,70.09,100,79,2.26,broken clouds
476,Husainabad,IN,24.5333,84.0167,75.29,21,0,3.4,clear sky
477,Ratnagiri,IN,16.9833,73.3,85.53,38,0,9.78,clear sky
478,Hailar,CN,49.2,119.7,-7.22,89,92,3.31,overcast clouds
479,Port Hedland,AU,-20.3167,118.5667,95.05,49,96,11.5,overcast clouds
480,Manerbio,IT,45.3558,10.1352,39.87,84,0,3.44,clear sky
481,Luau,AO,-10.7073,22.2247,69.4,79,100,3.58,overcast clouds
482,Yamada,JP,39.4667,141.95,38.43,59,100,2.19,overcast clouds
483,Aguas Vermelhas,BR,-15.7472,-41.46,63.72,93,100,2.73,overcast clouds
484,Nuuk,GL,64.1835,-51.7216,14.88,85,100,3.0,overcast clouds
485,Mecca,SA,21.4267,39.8261,77.72,22,0,10.63,clear sky
486,Deogarh,IN,21.5333,84.7333,81.41,16,10,3.13,clear sky
487,Broome,US,42.2506,-75.833,27.01,76,100,9.22,overcast clouds
488,Bacolod,PH,10.6667,122.95,86.88,62,100,7.7,overcast clouds
489,Zitsa,GR,39.6943,20.6372,46.54,93,75,1.14,broken clouds
490,Kichera,RU,55.9375,110.0997,-5.42,85,31,3.69,scattered clouds
491,Gairo,IT,39.8497,9.5047,40.21,88,6,3.0,clear sky
492,Pacific Grove,US,36.6177,-121.9166,60.82,61,0,5.01,clear sky
493,Cairns,AU,-16.9167,145.7667,89.06,51,40,19.57,scattered clouds
494,Benguela,AO,-12.5763,13.4055,78.96,53,100,3.11,overcast clouds
495,Lorengau,PG,-2.0226,147.2712,83.21,75,100,3.2,overcast clouds
496,Chumikan,RU,54.7183,135.315,8.92,80,100,0.25,overcast clouds
497,Avera,US,33.194,-82.5271,57.7,70,100,6.06,overcast clouds
498,Cayenne,GF,4.9333,-52.3333,79.09,88,100,1.01,overcast clouds
499,Kodinsk,RU,58.6881,99.1844,3.2,83,100,5.14,overcast clouds
500,Palwal,IN,28.15,77.3333,75.42,36,0,4.32,clear sky
501,Birjand,IR,32.8663,59.2211,54.07,47,20,4.61,few clouds
502,Ilorin,NG,8.5,4.55,77.27,75,79,2.73,broken clouds
503,Doha,QA,25.2867,51.5333,66.18,39,0,16.11,clear sky
504,Kyshtovka,RU,56.555,76.6271,10.0,93,100,10.78,light snow
505,Ulladulla,AU,-35.35,150.4667,80.76,56,10,14.23,clear sky
506,Moroto,UG,2.5345,34.6666,79.32,31,15,4.23,few clouds
507,Fare,PF,-16.7,-151.0167,80.94,75,100,15.01,overcast clouds
508,Lyngseidet,NO,69.5763,20.2189,14.09,80,100,18.19,overcast clouds
509,La Ronge,CA,55.1001,-105.2842,-3.75,77,100,3.44,overcast clouds
510,Pontianak,ID,-0.0333,109.3333,91.38,55,75,4.61,broken clouds
511,Sur,OM,22.5667,59.5289,77.54,40,0,1.21,clear sky
512,Sisimiut,GL,66.9395,-53.6735,5.9,89,100,7.94,overcast clouds
513,Neuquen,AR,-38.9516,-68.0591,67.89,34,0,4.61,clear sky
514,Kaman,IN,27.65,77.2667,72.84,31,0,5.75,clear sky
515,San Roque,ES,36.2107,-5.3842,47.21,84,22,7.29,few clouds
516,Selenduma,RU,50.9131,106.2406,-6.0,85,100,2.39,overcast clouds
517,Bonthe,SL,7.5264,-12.505,72.97,95,14,2.46,few clouds
518,Berlevag,NO,70.8578,29.0864,22.57,72,4,14.85,clear sky
519,Oume,JP,35.7839,139.2431,42.78,85,75,0.0,light rain
520,Nakamura,JP,32.9833,132.9333,45.95,94,100,4.5,overcast clouds
521,Key Biscayne,US,25.6937,-80.1628,75.02,93,100,5.91,overcast clouds
522,West Bay,KY,19.3667,-81.4167,78.01,86,4,1.01,clear sky
523,Tessalit,ML,20.1986,1.0114,58.64,23,59,6.98,broken clouds
524,Daru,PG,-9.0763,143.2092,83.14,69,31,10.47,scattered clouds
525,Rio Gallegos,AR,-51.6226,-69.2181,59.05,44,0,21.85,clear sky
526,Manavalakurichi,IN,8.1333,77.3,84.29,52,100,12.84,overcast clouds
527,Riohacha,CO,11.5444,-72.9072,76.46,76,17,14.23,few clouds
528,Urumqi,CN,43.801,87.6005,27.55,64,0,2.24,clear sky
529,Flin Flon,CA,54.7682,-101.865,-9.06,90,100,7.31,overcast clouds
530,Molepolole,BW,-24.4066,25.4951,69.94,36,0,10.96,clear sky
531,Balkhash,KZ,46.844,74.9804,27.21,80,75,8.95,broken clouds
532,Dumas,US,35.8656,-101.9732,32.67,80,0,13.8,clear sky
533,Coquimbo,CL,-29.9533,-71.3436,63.61,82,2,1.59,clear sky
534,Panzhihua,CN,26.5851,101.7128,66.69,29,0,2.15,clear sky
535,Honiara,SB,-9.4333,159.95,81.59,83,100,0.74,overcast clouds
536,Vao,NC,-22.6667,167.4833,80.96,79,81,8.25,broken clouds
537,Vyshchetarasivka,UA,47.5685,34.881,29.37,73,6,4.74,clear sky
538,Dyatkovo,RU,53.5978,34.3382,22.86,87,12,9.19,few clouds
539,Flinders,AU,-34.5833,150.8552,78.21,62,10,11.95,clear sky
540,Caconda,AO,-13.7333,15.0667,61.92,77,100,2.55,overcast clouds
541,Weihai,CN,37.5017,122.1136,38.1,62,10,10.4,clear sky
542,Weligama,LK,5.9667,80.4167,78.39,84,100,3.31,overcast clouds
543,Naryan-Mar,RU,67.6713,53.087,10.72,96,100,8.79,overcast clouds
544,Chongwe,ZM,-15.3292,28.682,70.34,75,23,6.64,few clouds
545,Midland,US,31.9974,-102.0779,36.48,43,0,6.91,clear sky
546,Arlit,NE,18.7369,7.3853,64.2,17,5,2.8,clear sky
547,Kastamonu,TR,41.5,33.6667,31.84,96,100,4.36,overcast clouds
548,Prince Rupert,CA,54.3161,-130.3201,40.69,93,0,3.44,clear sky
549,Siocon,PH,7.7061,122.1353,82.87,76,75,2.39,broken clouds
550,Salgueiro,BR,-8.0742,-39.1192,69.06,87,15,6.64,few clouds
551,Iquitos,PE,-3.7481,-73.2472,75.24,100,75,3.44,moderate rain
552,Coari,BR,-4.085,-63.1414,72.64,98,100,1.95,overcast clouds
553,Urucara,BR,-2.5364,-57.76,73.0,98,100,2.17,overcast clouds
554,Asilah,MA,35.465,-6.0348,51.76,71,0,6.04,clear sky
555,Impfondo,CG,1.6381,18.0667,81.93,30,84,2.82,broken clouds
556,Kentau,KZ,43.5206,68.5094,31.64,74,100,3.18,overcast clouds
557,Qeshm,IR,26.9581,56.2719,73.29,70,97,14.76,overcast clouds
558,Marechal Floriano,BR,-20.4128,-40.6831,67.05,97,57,3.02,broken clouds
559,Aklavik,CA,68.2191,-135.0107,-30.17,98,20,0.92,few clouds
560,Astana,KZ,51.1801,71.446,26.55,93,100,22.37,overcast clouds
561,Quixeramobim,BR,-5.1992,-39.2928,70.86,97,65,3.18,broken clouds
562,Dauphin,CA,51.1494,-100.0502,-14.66,70,0,4.61,clear sky
563,Tomatlan,MX,19.9333,-105.25,66.2,59,8,3.71,clear sky
564,Uruzgan,AF,32.8333,66.0,47.5,25,100,0.65,overcast clouds
565,Axim,GH,4.8699,-2.2405,78.82,87,36,6.8,scattered clouds
566,Taywarah,AF,33.35,64.4167,31.64,92,100,2.42,overcast clouds
567,Gamut,PH,8.5303,126.2422,81.93,75,73,5.44,broken clouds
568,La Plata,AR,-34.9215,-57.9545,59.0,62,0,5.55,clear sky
569,Ketchikan,US,55.3422,-131.6461,39.18,96,100,4.45,overcast clouds
570,Vanimo,PG,-2.6741,141.3028,84.24,70,23,9.35,few clouds
571,Marquette,US,46.5333,-87.6335,2.34,68,100,4.45,overcast clouds
572,Hannibal,US,39.7084,-91.3585,20.34,63,0,4.61,clear sky
573,Colac,AU,-38.3333,143.5833,89.15,26,98,11.14,overcast clouds
574,Spruce Grove,CA,53.5334,-113.9187,44.33,58,0,17.27,clear sky
575,Teya,RU,60.3778,92.6267,9.43,83,100,6.76,overcast clouds
576,Fairbanks,US,64.8378,-147.7164,12.22,80,100,0.0,mist
577,Northeim,DE,51.7,10.0,36.32,83,99,8.14,overcast clouds
578,Conselice,IT,44.5119,11.8312,39.65,81,25,1.81,scattered clouds
579,Charters Towers,AU,-20.1,146.2667,91.33,24,0,19.89,clear sky
580,Lata,PT,40.1629,-8.3327,43.05,92,100,3.76,overcast clouds
581,Rawah,IQ,34.4816,41.9093,55.62,46,0,14.41,clear sky
582,Ondjiva,AO,-17.0667,15.7333,68.04,94,100,2.3,overcast clouds
583,Lagos,NG,6.5833,3.75,77.32,83,63,4.03,broken clouds
584,Bassano,CA,50.7834,-112.4685,39.7,51,31,10.96,scattered clouds
585,Boyolangu,ID,-8.1181,111.8935,83.44,74,100,7.87,overcast clouds
586,Sitges,ES,41.2351,1.8119,57.27,91,96,11.03,overcast clouds
587,Kysyl-Syr,RU,63.8986,122.7617,-12.95,97,94,2.04,overcast clouds
588,Boa Vista,BR,2.8197,-60.6733,78.78,69,0,14.97,clear sky
589,Risor,NO,58.7206,9.2342,43.29,91,100,21.27,overcast clouds
590,Chicama,PE,-7.8447,-79.1469,66.74,73,100,3.65,overcast clouds
591,Zhangjiakou,CN,40.81,114.8794,23.05,78,100,14.29,snow
592,Mega,ET,4.05,38.3,72.75,19,11,13.53,few clouds
593,High Prairie,CA,55.4334,-116.4858,42.1,77,100,9.98,overcast clouds
594,Udachnyy,RU,66.4167,112.4,0.45,77,0,1.21,clear sky
595,Jardim,BR,-21.4803,-56.1381,72.59,65,15,2.3,few clouds
596,Tha Muang,TH,13.9612,99.6412,96.1,37,21,9.13,few clouds
597,Saint-Augustin,CA,51.226,-58.6502,33.26,98,100,17.63,light snow
598,Luganville,VU,-15.5333,167.1667,77.74,88,100,5.39,light rain
599,La Ligua,CL,-32.4524,-71.2311,56.98,72,0,2.01,clear sky
600,Malakal,SS,9.5334,31.6605,84.27,16,13,12.62,few clouds
601,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,moderate rain
602,Bac Lieu,VN,9.285,105.7244,85.6,62,30,19.3,scattered clouds
603,Okhotsk,RU,59.3833,143.3,-5.51,85,0,7.56,clear sky
604,Kota Kinabalu,MY,5.9749,116.0724,85.98,79,20,5.01,few clouds
605,Ligayan,PH,4.6533,119.4706,80.98,74,88,5.95,overcast clouds
606,Ust-Nera,RU,64.5667,143.2,-31.88,99,35,2.15,scattered clouds
607,Pilar,BR,-9.5972,-35.9567,75.13,93,5,3.89,clear sky
608,Fuxin,CN,42.0156,121.6589,17.71,56,100,10.58,overcast clouds
609,Kampot,KH,10.6167,104.1833,86.05,56,58,6.78,broken clouds
610,Huangnihe,CN,43.5583,128.0239,14.59,63,5,4.07,clear sky
611,Mehran,IR,33.1222,46.1646,63.88,35,0,5.86,clear sky
612,Vallejo,US,38.1041,-122.2566,65.57,70,2,3.22,clear sky
613,Ambilobe,MG,-13.2,49.05,81.3,80,71,1.86,moderate rain
614,Bowen,AU,-20.0167,148.2333,80.82,61,0,24.92,clear sky
615,Majene,ID,-3.5403,118.9707,85.28,62,92,9.53,overcast clouds
616,Bogorodskoye,RU,56.55,37.8833,33.26,87,100,15.77,overcast clouds
617,Nokaneng,BW,-19.6667,22.2667,77.99,56,61,8.48,broken clouds
618,Murchison,NZ,-41.8,172.3333,49.24,99,100,2.39,light rain
619,Coihueco,CL,-36.6167,-71.8333,60.89,35,85,3.83,overcast clouds
620,Everett,US,47.979,-122.2021,44.13,89,6,0.78,clear sky
621,Backa Palanka,RS,45.2508,19.3919,42.22,81,91,11.07,overcast clouds
622,Whitehorse,CA,60.7161,-135.0538,27.37,59,0,2.3,clear sky
623,Yakeshi,CN,49.2833,120.7333,-6.52,89,74,3.15,broken clouds
624,Loa Janan,ID,-0.583,117.095,75.99,91,100,1.21,overcast clouds
625,Buenos Aires,AR,-34.6132,-58.3772,58.96,61,0,3.44,clear sky
626,Fantino,DO,19.1215,-70.2997,69.31,92,46,1.54,scattered clouds
627,Zanjan,IR,36.6736,48.4787,33.49,64,0,0.0,clear sky
628,Piacabucu,BR,-10.4056,-36.4344,76.95,87,76,8.41,broken clouds
629,Lishui,CN,28.4604,119.9103,46.06,96,100,2.84,light rain
630,Mbaiki,CF,3.8678,17.9892,82.04,21,56,3.69,broken clouds
631,Slave Lake,CA,55.2834,-114.769,31.98,80,100,10.36,overcast clouds
632,Palmas,BR,-10.2128,-48.3603,71.47,100,100,2.3,overcast clouds
633,Kieta,PG,-6.2167,155.6333,81.9,78,100,1.19,light rain
634,Tomigusuku,JP,26.185,127.675,69.57,92,75,8.05,broken clouds
635,Kalabo,ZM,-14.97,22.6814,71.06,81,93,6.71,overcast clouds
636,Nyurba,RU,63.2842,118.3319,-8.77,95,96,1.92,overcast clouds
637,Fukue,JP,32.6881,128.8419,53.96,76,75,14.97,broken clouds
638,Kiunga,PG,-6.1219,141.2906,84.36,67,95,3.47,overcast clouds
639,Gerash,IR,27.6652,54.1371,59.14,53,10,2.98,clear sky
640,Te Anau,NZ,-45.4167,167.7167,49.84,89,100,2.77,overcast clouds
641,Mandalgarh,IN,25.2,75.1,75.72,22,0,6.13,clear sky
642,Acarau,BR,-2.8856,-40.12,76.98,88,97,8.57,overcast clouds
643,Curup,ID,-3.4667,102.5333,82.56,57,100,5.84,overcast clouds
644,Biryusinsk,RU,55.9634,97.8235,3.33,79,53,10.98,broken clouds
645,Khandbari,NP,27.3747,87.2039,65.97,43,10,5.41,clear sky
646,Kindu,CD,-2.95,25.95,74.32,90,100,2.44,overcast clouds
647,Ugoofaaru,MV,5.6667,73.0,81.95,70,100,3.87,overcast clouds
648,Verkhoyansk,RU,67.5447,133.385,-21.57,95,100,1.1,overcast clouds
649,Timmins,CA,48.4669,-81.3331,-31.18,75,40,0.0,scattered clouds
650,Dalbandin,PK,28.8947,64.4101,66.96,14,1,8.21,clear sky
651,Marsabit,KE,2.3284,37.9899,72.48,50,16,14.38,few clouds
652,Saedinenie,BG,42.2667,24.55,41.95,70,100,0.0,overcast clouds
653,Sawtell,AU,-30.3833,153.1,77.32,66,36,10.36,scattered clouds
654,Pemberton,CA,50.3164,-122.8027,35.46,86,100,0.27,overcast clouds
655,Nata,PA,8.3333,-80.5167,77.47,91,7,5.08,clear sky
656,Venice,US,27.0998,-82.4543,66.22,66,100,6.91,light rain
657,Wanning,CN,18.8003,110.3967,75.43,68,54,7.99,broken clouds
658,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,49,20,4.47,few clouds
659,Saurimo,AO,-9.6608,20.3916,68.18,89,100,4.05,overcast clouds
660,Datong,CN,40.0936,113.2914,30.88,67,100,12.95,light snow
661,Shache,CN,38.4167,77.2406,46.49,24,11,4.14,few clouds
662,Ahuimanu,US,21.4447,-157.8378,74.46,77,0,12.66,clear sky
663,Griffith,US,41.5284,-87.4237,17.76,68,40,6.91,scattered clouds
664,Bintulu,MY,3.1667,113.0333,90.01,70,40,3.44,scattered clouds
665,Novaya Igirma,RU,57.1334,103.9112,0.14,80,100,6.6,overcast clouds
666,Santiago,CL,-33.4569,-70.6483,71.85,52,0,6.91,clear sky
667,Kanniyakumari,IN,8.0833,77.5667,81.84,63,100,22.21,overcast clouds
668,Itaueira,BR,-7.6033,-43.0256,70.99,94,52,0.94,broken clouds
